,Latency,FLOPs,Paras
0,79.21315032482146,111.42949616,9.860782
1,78.61430383205413,105.35246511999998,8.604006
2,61.07491953372954,126.0996,10.547876
3,57.93437566757202,109.50147660799999,8.829532
4,61.63874589443206,122.799317376,9.861921999999998
5,60.261554312705975,108.61867456,8.891487999999999
6,53.09715709686279,112.359058912,13.322516999999998
7,60.26347954750061,108.20576473599999,8.64675
8,49.79663522720337,115.71867187199997,9.916943
9,52.958924732208246,121.237726496,12.383523
10,62.02674590587616,107.931926064,7.101243
11,48.991101937294005,98.48460415999999,6.58124
12,66.63607922554016,114.257018912,10.131632
13,70.28005119800567,83.524196224,5.819875999999999
14,45.439507060050964,103.85671318400001,10.023602
15,52.99113915920257,113.381429312,8.345823000000001
16,78.8082308292389,138.717230416,10.747792
17,47.31748583793639,94.064773568,9.338
18,89.27017335891723,129.03900067200001,12.273703000000001
19,51.07904106140137,116.58456351999997,12.893265
20,33.71293343067169,72.774685056,5.984991000000001
21,51.53697276592254,108.07850467200001,7.4607470000000005
22,64.7837509536743,110.00747424000001,9.197166
23,60.490725464820855,101.85666395199999,6.663402999999999
24,56.337062525749204,119.099109216,10.947638000000001
25,66.70334150791167,111.30498907199998,6.345211
26,54.42346622467039,125.90382617599998,12.865286999999999
27,50.59091625690459,107.816742464,7.793626999999999
28,50.85713038921355,110.53101065599999,10.21913
29,53.76175154209136,107.59379497600001,8.486466
30,97.80520053863523,119.30414723199999,11.854147
31,63.28690054416656,109.55127448,8.291317
32,67.54300100326537,126.07063368,13.764532
33,58.453703074455255,93.07385361599998,5.770804999999999
34,63.96947473049163,124.8194584,9.321329
35,43.188423671722404,90.90453014399999,8.296046
36,90.03588565826416,125.68851393599996,9.691883
37,54.92983907699585,113.390736,10.051812
38,56.135056266784666,126.778806592,10.392317999999998
39,41.12515917301178,76.336646528,4.37956
40,68.06167184352874,100.10030256,9.553594
41,62.84198737621307,122.51167292799998,8.341675
42,54.99736084461212,103.35614582400001,6.538132000000001
43,51.95888280391692,115.78957734400001,8.401901
44,59.836682872772215,141.00609376,15.154248
45,45.235397067070004,100.551871424,9.31527
46,79.58168200016021,101.275199328,7.078110000000001
