,Latency,FLOPs,Paras
0,26.176791605949408,33.23488088,3.237807
1,27.143920025825498,33.393851168000005,3.2241150000000003
2,27.95607942581177,31.615360464000002,1.838662
3,26.22641148090363,32.633292064,2.6707070000000006
4,22.85132292747498,26.182084064,2.3433920000000006
5,26.90395707607269,31.185914176000004,2.3358659999999998
6,31.054413385391232,35.266769232,2.5990450000000003
7,32.81930809497833,26.508752824,1.614293
8,28.753480131626127,34.228583472000004,2.75457
9,29.260395617485045,35.252267376,3.1160450000000006
10,40.15438156604766,31.497857488,2.7210480000000006
11,33.288972849845884,33.487149664,2.323814
12,37.233169326782225,26.472329648000002,1.625982
13,42.05885188102722,33.349781552,2.073345
14,46.40578869819641,37.603273640000005,3.3697939999999997
15,20.155046010017397,22.572146992,1.732342
16,28.117319531440735,33.623548576000005,2.9307440000000002
17,46.8424363732338,32.984652000000004,3.335199
18,34.039096007347105,33.282811064,3.4828940000000004
19,42.63373508691788,33.222178528,2.6433459999999998
20,28.903842329978943,37.036470304,3.438005
21,31.59865020275116,37.864547504,3.3361440000000004
22,28.138657739162447,31.190958848,1.778874
23,29.75717939853668,35.296252832,2.564326
24,30.27770671367645,34.840986432,2.7414189999999996
25,26.78735230445862,33.240635520000005,2.752199
26,27.769837546348576,35.02461875200001,3.442526
27,25.955260574817657,31.213556368000003,2.3397580000000002
28,31.279262566566466,36.292971328,2.9449049999999994
29,42.51788554191589,35.49877865599999,3.506883
30,50.50945601463318,40.03370708,2.0046299999999997
31,24.638868951797484,29.362988688000005,2.3305379999999993
32,31.117701675891873,36.667124112,2.5857120000000005
33,24.111866264343263,27.393038912,1.9952199999999998
34,29.312674398422246,36.478670175999994,2.9076210000000002
35,25.630026140213012,27.760738416000002,1.5616720000000002
36,38.67847052574158,29.977658127999998,2.1599190000000004
37,33.06236780643464,39.49300568000001,3.1871509999999996
38,28.36819132328033,35.103881599999994,3.318401
39,34.10829758644104,34.63085848,2.470811
40,24.246325621604917,27.138693392,1.9490699999999999
41,28.08392050266266,31.087309328,2.190831999999999
42,44.493747861385344,35.97222767999999,2.6657750000000004
43,29.402346873283385,34.93959958400001,2.7313039999999997
44,26.429772725105288,29.599386128000003,2.692464
45,47.85154633998872,36.452167728,3.297528
46,26.91362993240357,34.574424367999995,3.546877
47,24.241363172531127,28.902165104,2.054996
48,40.831991136074066,30.204368016,2.081942
49,23.85020804405212,27.298111312000003,1.8807700000000003
50,32.694468898773195,35.731666239999996,1.982797
51,37.05978922367096,34.370472096,2.05856
52,36.211033308506,31.780809928,2.233985
53,26.840405840873718,34.200720831999995,3.397967
54,39.7311713552475,35.391613368,2.083671
55,25.148395481109617,27.608684448,1.5582480000000003
56,25.6591596364975,30.056965296,2.4650700000000003
57,38.309197907447825,26.435473792000003,1.7043860000000002
58,36.02376795291901,36.12270575999999,3.3661370000000006
59,36.692971167564394,32.00982526400001,2.314634
60,27.983805465698243,34.054866096,2.8710380000000004
61,37.47041058540344,36.648711039999995,2.7208749999999995
62,25.195777149200442,27.455690527999998,1.594998
63,31.259471831321708,29.467128208000005,2.26619
64,28.664850668907164,35.278750527999996,2.889305
65,31.052627081871037,34.580414784000006,3.3092599999999996
66,27.904833173751825,35.222319055999996,3.6287270000000005
67,32.38762790203094,33.585311456,2.5297350000000005
68,27.46148158311844,31.807528000000005,2.3883360000000002
