,flops,paras,latency
mmaf_8_120_120,0.041990484,0.002999,0.6353292846679688
skip_dep_8_120_120,0.0,0.0,0.0
skip_rgb_8_120_120,0.0,0.0,0.0
head_8_60_60,0.0010944,0.00029,0.08646976470947265
middle_8_60_60,0.0002592,6.5e-05,0.0450707197189331
tail_8_60_60,0.0002628,7.3e-05,0.04551487922668457
up_8_60_60,0.0004608,0.000128,0.050727038383483886
down_8_60_60,0.0009216,0.001024,0.08932095527648926
skip_8_60_60,0.0,0.0,0.0
mobilenet_3x3_ratio_2_8_60_60,0.00158404,0.000444,0.26090431213378906
mobilenet_3x3_ratio_3_8_60_60,0.00236164,0.000644,0.2601094436645508
mobilenet_3x3_ratio_4_8_60_60,0.00313924,0.000844,0.2566713523864746
mobilenet_3x3_ratio_5_8_60_60,0.00391684,0.001044,0.26094335556030274
mobilenet_3x3_ratio_6_8_60_60,0.00469444,0.001244,0.2591334342956543
mobilenet_5x5_ratio_2_8_60_60,0.00250564,0.0007,0.26008575439453124
mobilenet_5x5_ratio_3_8_60_60,0.00374404,0.001028,0.2516659164428711
mobilenet_5x5_ratio_4_8_60_60,0.00498244,0.001356,0.2520339202880859
mobilenet_5x5_ratio_5_8_60_60,0.00622084,0.001684,0.2514054489135742
mobilenet_5x5_ratio_6_8_60_60,0.00745924,0.002012,0.25367744445800783
mobilenet_7x7_ratio_2_8_60_60,0.00388804,0.001084,0.2508652877807617
mobilenet_7x7_ratio_3_8_60_60,0.00581764,0.001604,0.25024703979492186
mobilenet_7x7_ratio_4_8_60_60,0.00774724,0.002124,0.2504512023925781
mobilenet_7x7_ratio_5_8_60_60,0.00967684,0.002644,0.25246143341064453
mobilenet_7x7_ratio_6_8_60_60,0.01160644,0.003164,0.25307071685791016
cat_8_60_60,0.0004608,0.000128,0.04067008018493652
sum_8_60_60,0.0,0.0,0.017958400249481202
energy_8_60_60,0.00144,0.0,0.2150758361816406
mmaf_8_60_60,0.010497684,0.002999,0.544156150817871
skip_dep_8_60_60,0.0,0.0,0.0
skip_rgb_8_60_60,0.0,0.0,0.0
head_16_480_480,0.0700416,0.00029,0.12103615760803223
middle_16_480_480,0.0626688,0.000257,0.07721983909606933
tail_16_480_480,0.033408,0.000145,0.0917740821838379
up_16_480_480,0.1179648,0.000512,0.12698623657226563
down_16_480_480,0.2359296,0.004096,0.13599103927612305
skip_16_480_480,0.0,0.0,0.0
mobilenet_3x3_ratio_2_16_480_480,0.320716944,0.001462,0.5187827301025391
mobilenet_3x3_ratio_3_16_480_480,0.479232144,0.002118,0.6947309112548828
mobilenet_3x3_ratio_4_16_480_480,0.637747344,0.002774,0.8730079650878906
mobilenet_3x3_ratio_5_16_480_480,0.796262544,0.00343,1.0566745758056642
mobilenet_3x3_ratio_6_16_480_480,0.954777744,0.004086,1.2291142272949218
mobilenet_5x5_ratio_2_16_480_480,0.438681744,0.001974,0.6103763198852539
mobilenet_5x5_ratio_3_16_480_480,0.656179344,0.002886,0.831541748046875
mobilenet_5x5_ratio_4_16_480_480,0.873676944,0.003798,1.0617433929443358
mobilenet_5x5_ratio_5_16_480_480,1.091174544,0.00471,1.3038668823242188
mobilenet_5x5_ratio_6_16_480_480,1.308672144,0.005622,1.5166770935058593
mobilenet_7x7_ratio_2_16_480_480,0.615628944,0.002742,0.8164972686767578
mobilenet_7x7_ratio_3_16_480_480,0.921600144,0.004038,1.1394931030273439
mobilenet_7x7_ratio_4_16_480_480,1.227571344,0.005334,1.4832742309570313
mobilenet_7x7_ratio_5_16_480_480,1.533542544,0.00663,1.8297938537597656
mobilenet_7x7_ratio_6_16_480_480,1.839513744,0.007926,2.1444134521484375
cat_16_480_480,0.1179648,0.000512,0.12962559700012208
sum_16_480_480,0.0,0.0,0.08953344345092773
energy_16_480_480,0.1843,0.0,14.320037841796875
mmaf_16_480_480,2.670797096,0.011883,11.180252685546876
skip_dep_16_480_480,0.0,0.0,0.0
skip_rgb_16_480_480,0.0,0.0,0.0
head_16_240_240,0.0175104,0.00029,0.09634943962097169
middle_16_240_240,0.0156672,0.000257,0.04288896083831787
tail_16_240_240,0.008352,0.000145,0.05641088008880615
up_16_240_240,0.0294912,0.000512,0.049560317993164064
down_16_240_240,0.0589824,0.004096,0.10164416313171387
skip_16_240_240,0.0,0.0,0.0
mobilenet_3x3_ratio_2_16_240_240,0.080179344,0.001462,0.2544281578063965
mobilenet_3x3_ratio_3_16_240_240,0.119808144,0.002118,0.26228736877441405
mobilenet_3x3_ratio_4_16_240_240,0.159436944,0.002774,0.26069183349609376
mobilenet_3x3_ratio_5_16_240_240,0.199065744,0.00343,0.29087936401367187
mobilenet_3x3_ratio_6_16_240_240,0.238694544,0.004086,0.3319385528564453
mobilenet_5x5_ratio_2_16_240_240,0.109670544,0.001974,0.2555238342285156
mobilenet_5x5_ratio_3_16_240_240,0.164044944,0.002886,0.25997888565063476
mobilenet_5x5_ratio_4_16_240_240,0.218419344,0.003798,0.2893408012390137
mobilenet_5x5_ratio_5_16_240_240,0.272793744,0.00471,0.3433491134643555
mobilenet_5x5_ratio_6_16_240_240,0.327168144,0.005622,0.39563072204589844
mobilenet_7x7_ratio_2_16_240_240,0.153907344,0.002742,0.25445951461791994
mobilenet_7x7_ratio_3_16_240_240,0.230400144,0.004038,0.31212736129760743
mobilenet_7x7_ratio_4_16_240_240,0.306892944,0.005334,0.39267070770263673
mobilenet_7x7_ratio_5_16_240_240,0.383385744,0.00663,0.47303680419921873
mobilenet_7x7_ratio_6_16_240_240,0.459878544,0.007926,0.553741455078125
cat_16_240_240,0.0294912,0.000512,0.041788158416748045
sum_16_240_240,0.0,0.0,0.020879359245300294
energy_16_240_240,0.04608,0.0,3.598937683105469
mmaf_16_240_240,0.667699496,0.011883,1.6819468688964845
skip_dep_16_240_240,0.0,0.0,0.0
skip_rgb_16_240_240,0.0,0.0,0.0
head_16_120_120,0.0043776,0.00029,0.0926579189300537
middle_16_120_120,0.0039168,0.000257,0.04347583770751953
tail_16_120_120,0.002088,0.000145,0.056695680618286136
up_16_120_120,0.0073728,0.000512,0.04952320098876953
down_16_120_120,0.0147456,0.004096,0.10307392120361328
skip_16_120_120,0.0,0.0,0.0
mobilenet_3x3_ratio_2_16_120_120,0.020044944,0.001462,0.25689599990844725
mobilenet_3x3_ratio_3_16_120_120,0.029952144,0.002118,0.26102848052978517
mobilenet_3x3_ratio_4_16_120_120,0.039859344,0.002774,0.25818944931030274
mobilenet_3x3_ratio_5_16_120_120,0.049766544,0.00343,0.26138240814208985
mobilenet_3x3_ratio_6_16_120_120,0.059673744,0.004086,0.2624064064025879
mobilenet_5x5_ratio_2_16_120_120,0.027417744,0.001974,0.2592998313903809
mobilenet_5x5_ratio_3_16_120_120,0.041011344,0.002886,0.25980224609375
mobilenet_5x5_ratio_4_16_120_120,0.054604944,0.003798,0.2575449562072754
mobilenet_5x5_ratio_5_16_120_120,0.068198544,0.00471,0.2586809539794922
mobilenet_5x5_ratio_6_16_120_120,0.081792144,0.005622,0.2622323226928711
mobilenet_7x7_ratio_2_16_120_120,0.038476944,0.002742,0.2575315284729004
mobilenet_7x7_ratio_3_16_120_120,0.057600144,0.004038,0.258984317779541
mobilenet_7x7_ratio_4_16_120_120,0.076723344,0.005334,0.2585036849975586
mobilenet_7x7_ratio_5_16_120_120,0.095846544,0.00663,0.2607174491882324
mobilenet_7x7_ratio_6_16_120_120,0.114969744,0.007926,0.2623776054382324
cat_16_120_120,0.0073728,0.000512,0.04173759937286377
sum_16_120_120,0.0,0.0,0.017778559923171997
energy_16_120_120,0.01152,0.0,0.8997996520996093
mmaf_16_120_120,0.166925096,0.011883,0.5720697784423828
skip_dep_16_120_120,0.0,0.0,0.0
skip_rgb_16_120_120,0.0,0.0,0.0
head_16_60_60,0.0010944,0.00029,0.0862003231048584
middle_16_60_60,0.0009792,0.000257,0.043633918762207034
tail_16_60_60,0.000522,0.000145,0.044442238807678225
up_16_60_60,0.0018432,0.000512,0.05347904205322265
down_16_60_60,0.0036864,0.004096,0.08904064178466797
skip_16_60_60,0.0,0.0,0.0
mobilenet_3x3_ratio_2_16_60_60,0.005011344,0.001462,0.2522579193115234
mobilenet_3x3_ratio_3_16_60_60,0.007488144,0.002118,0.2652620887756348
mobilenet_3x3_ratio_4_16_60_60,0.009964944,0.002774,0.27181119918823243
mobilenet_3x3_ratio_5_16_60_60,0.012441744,0.00343,0.2741209602355957
mobilenet_3x3_ratio_6_16_60_60,0.014918544,0.004086,0.26792383193969727
mobilenet_5x5_ratio_2_16_60_60,0.006854544,0.001974,0.25646463394165037
mobilenet_5x5_ratio_3_16_60_60,0.010252944,0.002886,0.2727180862426758
mobilenet_5x5_ratio_4_16_60_60,0.013651344,0.003798,0.2627667236328125
mobilenet_5x5_ratio_5_16_60_60,0.017049744,0.00471,0.26121856689453127
mobilenet_5x5_ratio_6_16_60_60,0.020448144,0.005622,0.26165760040283204
mobilenet_7x7_ratio_2_16_60_60,0.009619344,0.002742,0.25242368698120116
mobilenet_7x7_ratio_3_16_60_60,0.014400144,0.004038,0.26106239318847657
mobilenet_7x7_ratio_4_16_60_60,0.019180944,0.005334,0.26266687393188476
mobilenet_7x7_ratio_5_16_60_60,0.023961744,0.00663,0.26274112701416014
mobilenet_7x7_ratio_6_16_60_60,0.028742544,0.007926,0.2619347190856934
cat_16_60_60,0.0018432,0.000512,0.041427841186523436
sum_16_60_60,0.0,0.0,0.018120319843292237
energy_16_60_60,0.00288,0.0,0.24069183349609374
mmaf_16_60_60,0.041731496,0.011883,0.5472422409057617
skip_dep_16_60_60,0.0,0.0,0.0
skip_rgb_16_60_60,0.0,0.0,0.0
head_32_480_480,0.0700416,0.00029,0.12173952102661133
middle_32_480_480,0.2433024,0.001025,0.14494784355163573
tail_32_480_480,0.0665856,0.000289,0.18456064224243163
up_32_480_480,0.4718592,0.002048,0.2520019149780273
down_32_480_480,0.9437184,0.016384,0.2638188743591309
skip_32_480_480,0.0,0.0,0.0
mobilenet_3x3_ratio_2_32_480_480,1.113293344,0.005226,1.0081990051269532
mobilenet_3x3_ratio_3_32_480_480,1.666253344,0.007562,1.36749755859375
mobilenet_3x3_ratio_4_32_480_480,2.219213344,0.009898,1.715298614501953
mobilenet_3x3_ratio_5_32_480_480,2.772173344,0.012234,2.0753549194335936
mobilenet_3x3_ratio_6_32_480_480,3.325133344,0.01457,2.4182060241699217
mobilenet_5x5_ratio_2_32_480_480,1.349222944,0.00625,1.1857708740234374
mobilenet_5x5_ratio_3_32_480_480,2.020147744,0.009098,1.6473619079589843
mobilenet_5x5_ratio_4_32_480_480,2.691072544,0.011946,2.084106903076172
mobilenet_5x5_ratio_5_32_480_480,3.361997344,0.014794,2.5409178161621093
mobilenet_5x5_ratio_6_32_480_480,4.032922144,0.017642,2.990625305175781
mobilenet_7x7_ratio_2_32_480_480,1.703117344,0.007786,1.6161875915527344
mobilenet_7x7_ratio_3_32_480_480,2.550989344,0.011402,2.283868865966797
mobilenet_7x7_ratio_4_32_480_480,3.398861344,0.015018,2.93232177734375
mobilenet_7x7_ratio_5_32_480_480,4.246733344,0.018634,3.6022552490234374
mobilenet_7x7_ratio_6_32_480_480,5.094605344,0.02225,4.271951904296875
cat_32_480_480,0.4718592,0.002048,0.2473798370361328
sum_32_480_480,0.0,0.0,0.17423423767089843
energy_32_480_480,0.3686,0.0,28.66960693359375
mmaf_32_480_480,10.650010704,0.047315,14.13863525390625
skip_dep_32_480_480,0.0,0.0,0.0
skip_rgb_32_480_480,0.0,0.0,0.0
head_32_240_240,0.0175104,0.00029,0.09804224014282227
middle_32_240_240,0.0608256,0.001025,0.0445740795135498
tail_32_240_240,0.0166464,0.000289,0.05710015773773194
up_32_240_240,0.1179648,0.002048,0.06946112155914307
down_32_240_240,0.2359296,0.016384,0.10403840065002441
skip_32_240_240,0.0,0.0,0.0
mobilenet_3x3_ratio_2_32_240_240,0.278323744,0.005226,0.27762176513671877
mobilenet_3x3_ratio_3_32_240_240,0.416563744,0.007562,0.3772390365600586
mobilenet_3x3_ratio_4_32_240_240,0.554803744,0.009898,0.461409912109375
mobilenet_3x3_ratio_5_32_240_240,0.693043744,0.012234,0.5538169479370117
mobilenet_3x3_ratio_6_32_240_240,0.831283744,0.01457,0.6350368118286133
mobilenet_5x5_ratio_2_32_240_240,0.337306144,0.00625,0.32148223876953125
mobilenet_5x5_ratio_3_32_240_240,0.505037344,0.009098,0.44313472747802735
mobilenet_5x5_ratio_4_32_240_240,0.672768544,0.011946,0.5474214553833008
mobilenet_5x5_ratio_5_32_240_240,0.840499744,0.014794,0.6678905487060547
mobilenet_5x5_ratio_6_32_240_240,1.008230944,0.017642,0.775647964477539
mobilenet_7x7_ratio_2_32_240_240,0.425779744,0.007786,0.4256256103515625
mobilenet_7x7_ratio_3_32_240_240,0.637747744,0.011402,0.5999084854125977
mobilenet_7x7_ratio_4_32_240_240,0.849715744,0.015018,0.7613536071777344
mobilenet_7x7_ratio_5_32_240_240,1.061683744,0.018634,0.9365395355224609
mobilenet_7x7_ratio_6_32_240_240,1.273651744,0.02225,1.1055097961425782
cat_32_240_240,0.1179648,0.002048,0.06867199897766113
sum_32_240_240,0.0,0.0,0.046751360893249515
energy_32_240_240,0.09216,0.0,7.198068237304687
mmaf_32_240_240,2.662503504,0.047315,2.5708132934570314
skip_dep_32_240_240,0.0,0.0,0.0
skip_rgb_32_240_240,0.0,0.0,0.0
head_32_120_120,0.0043776,0.00029,0.09358528137207031
middle_32_120_120,0.0152064,0.001025,0.045191679000854496
tail_32_120_120,0.0041616,0.000289,0.04848959922790527
up_32_120_120,0.0294912,0.002048,0.05210368156433105
down_32_120_120,0.0589824,0.016384,0.10368320465087891
skip_32_120_120,0.0,0.0,0.0
mobilenet_3x3_ratio_2_32_120_120,0.069581344,0.005226,0.25982784271240233
mobilenet_3x3_ratio_3_32_120_120,0.104141344,0.007562,0.2614271926879883
mobilenet_3x3_ratio_4_32_120_120,0.138701344,0.009898,0.26484031677246095
mobilenet_3x3_ratio_5_32_120_120,0.173261344,0.012234,0.25929855346679687
mobilenet_3x3_ratio_6_32_120_120,0.207821344,0.01457,0.2632646369934082
mobilenet_5x5_ratio_2_32_120_120,0.084326944,0.00625,0.2617932891845703
mobilenet_5x5_ratio_3_32_120_120,0.126259744,0.009098,0.263429126739502
mobilenet_5x5_ratio_4_32_120_120,0.168192544,0.011946,0.26296831130981446
mobilenet_5x5_ratio_5_32_120_120,0.210125344,0.014794,0.2593280029296875
mobilenet_5x5_ratio_6_32_120_120,0.252058144,0.017642,0.26184064865112305
mobilenet_7x7_ratio_2_32_120_120,0.106445344,0.007786,0.2624518394470215
mobilenet_7x7_ratio_3_32_120_120,0.159437344,0.011402,0.26400768280029296
mobilenet_7x7_ratio_4_32_120_120,0.212429344,0.015018,0.27421375274658205
mobilenet_7x7_ratio_5_32_120_120,0.265421344,0.018634,0.2704928016662598
mobilenet_7x7_ratio_6_32_120_120,0.318413344,0.02225,0.29401344299316406
cat_32_120_120,0.0294912,0.002048,0.043681278228759765
sum_32_120_120,0.0,0.0,0.018555519580841066
energy_32_120_120,0.02304,0.0,1.7838482666015625
mmaf_32_120_120,0.665626704,0.047315,0.6571616363525391
skip_dep_32_120_120,0.0,0.0,0.0
skip_rgb_32_120_120,0.0,0.0,0.0
head_32_60_60,0.0010944,0.00029,0.08678976058959961
middle_32_60_60,0.0038016,0.001025,0.04546239852905273
tail_32_60_60,0.0010404,0.000289,0.04896512031555176
up_32_60_60,0.0073728,0.002048,0.05303232192993164
down_32_60_60,0.0147456,0.016384,0.10763327598571777
skip_32_60_60,0.0,0.0,0.0
mobilenet_3x3_ratio_2_32_60_60,0.017395744,0.005226,0.2584275245666504
mobilenet_3x3_ratio_3_32_60_60,0.026035744,0.007562,0.25901824951171876
mobilenet_3x3_ratio_4_32_60_60,0.034675744,0.009898,0.2620992088317871
mobilenet_3x3_ratio_5_32_60_60,0.043315744,0.012234,0.2569215965270996
mobilenet_3x3_ratio_6_32_60_60,0.051955744,0.01457,0.2604614448547363
mobilenet_5x5_ratio_2_32_60_60,0.021082144,0.00625,0.2618822479248047
mobilenet_5x5_ratio_3_32_60_60,0.031565344,0.009098,0.26164608001708983
mobilenet_5x5_ratio_4_32_60_60,0.042048544,0.011946,0.26238399505615234
mobilenet_5x5_ratio_5_32_60_60,0.052531744,0.014794,0.25540416717529296
mobilenet_5x5_ratio_6_32_60_60,0.063014944,0.017642,0.26000127792358396
mobilenet_7x7_ratio_2_32_60_60,0.026611744,0.007786,0.26280511856079103
mobilenet_7x7_ratio_3_32_60_60,0.039859744,0.011402,0.25887872695922853
mobilenet_7x7_ratio_4_32_60_60,0.053107744,0.015018,0.2619430351257324
mobilenet_7x7_ratio_5_32_60_60,0.066355744,0.018634,0.25618879318237303
mobilenet_7x7_ratio_6_32_60_60,0.079603744,0.02225,0.26142784118652346
cat_32_60_60,0.0073728,0.002048,0.04219583988189697
sum_32_60_60,0.0,0.0,0.01795904040336609
energy_32_60_60,0.00576,0.0,0.46413822174072267
mmaf_32_60_60,0.166407504,0.047315,0.5859411239624024
skip_dep_32_60_60,0.0,0.0,0.0
skip_rgb_32_60_60,0.0,0.0,0.0
head_64_480_480,0.0700416,0.00029,0.12165056228637695
middle_64_480_480,0.958464,0.004097,0.2871635246276856
tail_64_480_480,0.1329408,0.000577,0.31521791458129883
up_64_480_480,1.8874368,0.008192,0.50548095703125
down_64_480_480,3.7748736,0.065536,0.5591481781005859
skip_64_480_480,0.0,0.0,0.0
mobilenet_3x3_ratio_2_64_480_480,4.114024512,0.019666,2.0694784545898437
mobilenet_3x3_ratio_3_64_480_480,6.163662912,0.028434,2.71902587890625
mobilenet_3x3_ratio_4_64_480_480,8.213301312,0.037202,3.41993408203125
mobilenet_3x3_ratio_5_64_480_480,10.262939712,0.04597,4.143712768554687
mobilenet_3x3_ratio_6_64_480_480,12.312578112,0.054738,4.8347994995117185
mobilenet_5x5_ratio_2_64_480_480,4.585883712,0.021714,2.3939564514160154
mobilenet_5x5_ratio_3_64_480_480,6.871451712,0.031506,3.285078430175781
mobilenet_5x5_ratio_4_64_480_480,9.157019712,0.041298,4.163258972167969
mobilenet_5x5_ratio_5_64_480_480,11.442587712,0.05109,5.114092712402344
mobilenet_5x5_ratio_6_64_480_480,13.728155712,0.060882,6.024237060546875
mobilenet_7x7_ratio_2_64_480_480,5.293672512,0.024786,3.2527789306640624
mobilenet_7x7_ratio_3_64_480_480,7.933134912,0.036114,4.574490356445312
mobilenet_7x7_ratio_4_64_480_480,10.572597312,0.047442,5.929110107421875
mobilenet_7x7_ratio_5_64_480_480,13.212059712,0.05877,7.275499877929687
mobilenet_7x7_ratio_6_64_480_480,15.851522112,0.070098,8.596349487304687
cat_64_480_480,1.8874368,0.008192,0.4921907043457031
sum_64_480_480,0.0,0.0,0.3441203308105469
energy_64_480_480,0.7373,0.0,57.5523876953125
mmaf_64_480_480,42.533687456,0.188835,19.705333251953125
skip_dep_64_480_480,0.0,0.0,0.0
skip_rgb_64_480_480,0.0,0.0,0.0
head_64_240_240,0.0175104,0.00029,0.09414336204528809
middle_64_240_240,0.239616,0.004097,0.08152192115783691
tail_64_240_240,0.0332352,0.000577,0.08696512222290038
up_64_240_240,0.4718592,0.008192,0.14078335762023925
down_64_240_240,0.9437184,0.065536,0.16563583374023438
skip_64_240_240,0.0,0.0,0.0
mobilenet_3x3_ratio_2_64_240_240,1.028507712,0.019666,0.5362988662719727
mobilenet_3x3_ratio_3_64_240_240,1.540917312,0.028434,0.7136653137207031
mobilenet_3x3_ratio_4_64_240_240,2.053326912,0.037202,0.8772614288330078
mobilenet_3x3_ratio_5_64_240_240,2.565736512,0.04597,1.0536172485351563
mobilenet_3x3_ratio_6_64_240_240,3.078146112,0.054738,1.252079391479492
mobilenet_5x5_ratio_2_64_240_240,1.146472512,0.021714,0.6253107070922852
mobilenet_5x5_ratio_3_64_240_240,1.717864512,0.031506,0.840465316772461
mobilenet_5x5_ratio_4_64_240_240,2.289256512,0.041298,1.068590087890625
mobilenet_5x5_ratio_5_64_240_240,2.860648512,0.05109,1.2883795166015626
mobilenet_5x5_ratio_6_64_240_240,3.432040512,0.060882,1.5393061828613281
mobilenet_7x7_ratio_2_64_240_240,1.323419712,0.024786,0.8443296051025391
mobilenet_7x7_ratio_3_64_240_240,1.983285312,0.036114,1.1849638366699218
mobilenet_7x7_ratio_4_64_240_240,2.643150912,0.047442,1.5063941955566407
mobilenet_7x7_ratio_5_64_240_240,3.303016512,0.05877,1.854954833984375
mobilenet_7x7_ratio_6_64_240_240,3.962882112,0.070098,2.208029479980469
cat_64_240_240,0.4718592,0.008192,0.132926082611084
sum_64_240_240,0.0,0.0,0.09026304244995118
energy_64_240_240,0.1843,0.0,14.50553466796875
mmaf_64_240_240,10.633425056,0.188835,4.883340759277344
skip_dep_64_240_240,0.0,0.0,0.0
skip_rgb_64_240_240,0.0,0.0,0.0
head_64_120_120,0.0043776,0.00029,0.09690815925598145
middle_64_120_120,0.059904,0.004097,0.04533696174621582
tail_64_120_120,0.0083088,0.000577,0.047989120483398436
up_64_120_120,0.1179648,0.008192,0.05237376213073731
down_64_120_120,0.2359296,0.065536,0.10386431694030762
skip_64_120_120,0.0,0.0,0.0
mobilenet_3x3_ratio_2_64_120_120,0.257128512,0.019666,0.26714176177978516
mobilenet_3x3_ratio_3_64_120_120,0.385230912,0.028434,0.26370624542236326
mobilenet_3x3_ratio_4_64_120_120,0.513333312,0.037202,0.2637478446960449
mobilenet_3x3_ratio_5_64_120_120,0.641435712,0.04597,0.2905721664428711
mobilenet_3x3_ratio_6_64_120_120,0.769538112,0.054738,0.334257926940918
mobilenet_5x5_ratio_2_64_120_120,0.286619712,0.021714,0.2668940734863281
mobilenet_5x5_ratio_3_64_120_120,0.429467712,0.031506,0.2641312026977539
mobilenet_5x5_ratio_4_64_120_120,0.572315712,0.041298,0.28609216690063477
mobilenet_5x5_ratio_5_64_120_120,0.715163712,0.05109,0.3435065460205078
mobilenet_5x5_ratio_6_64_120_120,0.858011712,0.060882,0.3983891296386719
mobilenet_7x7_ratio_2_64_120_120,0.330856512,0.024786,0.2662348747253418
